Task_ID,Task_Name,Module,Assigned_Team,Estimated_Duration,Actual_Duration,Delay_Risk (%),Workload (%),Needed_Resources,Priority_Level,Resource_Availability,Required_Experience (Years),Planning_Conflict,Adaptability_Score,Scrum_Sprint_Count,Sprint_Velocity,Mapped_Role,AI_Willingness,AI_Usage_Percentage,AI_Familiarity,AI_Familiarity_Score,Agile_Familiarity,Agile_Familiarity_Score,Duration_Accuracy,Velocity_to_Experience_Ratio,AI_Adaptability_Index,Module_Encoded,Assigned_Team_Encoded,Needed_Resources_Encoded,Priority_Level_Encoded,Resource_Availability_Encoded,Planning_Conflict_Encoded,Mapped_Role_Encoded,AI_Familiarity_Encoded,Agile_Familiarity_Encoded
TASK_306,Task 306,Authentication,Frontend,0.8666666666666667,0.2,1.0,0.0,1 QA Tester,Critical,Available in March,0.0,Overlaps with Sprint 5,0.88,0.0,0.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.47368421052631576,0.5625,0.88,0,2,0,0,1,2,0,1,0
TASK_307,Task 307,Dashboard,DevOps,0.5333333333333334,0.2,0.875,0.5714285714285714,2 Backend Devs,High,Available in March,0.16666666666666666,No Conflict,0.23,0.0,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.32748538011695905,0.39843749999999994,0.23,1,1,2,1,1,0,0,1,0
TASK_308,Task 308,Dashboard,Backend,0.2,0.30000000000000004,0.5,0.2857142857142858,,Medium,Busy,0.33333333333333337,Overlaps with Sprint 5,0.38,0.6666666666666667,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.13875598086124402,0.21979166666666666,0.38000000000000006,1,0,3,3,2,2,0,1,0
TASK_309,Task 309,Dashboard,FullStack,0.6666666666666667,0.050000000000000044,0.125,0.5714285714285714,2 Backend Devs,High,Available,0.33333333333333337,Overlaps with Sprint 5,0.1,0.16666666666666674,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.6052631578947367,0.234375,0.1,1,3,2,1,0,2,0,1,0
TASK_310,Task 310,Sprint Planning,QA,0.06666666666666671,0.5,0.125,0.2857142857142858,1 React Dev,Medium,Busy,0.0,No Conflict,0.71,0.6666666666666667,0.25,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.05263157894736842,0.671875,0.4480582524271844,3,4,1,3,2,0,1,0,0
TASK_311,Task 311,Testing,QA,0.6666666666666667,0.3500000000000001,0.5,0.0,2 Backend Devs,Critical,Busy,0.9999999999999999,Overlaps with Sprint 5,0.03,0.5,0.5,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.2763157894736842,0.031250000000000014,0.018932038834951453,4,4,2,0,2,2,1,0,0
TASK_312,Task 312,Authentication,DevOps,0.6000000000000001,1.0,0.875,1.0,,High,Busy,0.6666666666666666,Overlaps with Holidays,0.69,0.8333333333333333,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.09473684210526317,0.068125,0.69,0,1,3,1,2,1,0,1,0
TASK_313,Task 313,Testing,FullStack,0.6666666666666667,0.3500000000000001,0.125,1.0,1 QA Tester,Medium,Available,0.0,Overlaps with Holidays,0.17,0.33333333333333326,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2763157894736842,1.0,0.17,4,3,0,3,0,1,0,1,0
TASK_314,Task 314,Payment,QA,1.0,0.8,0.125,1.0,1 QA Tester,Low,Available in March,0.16666666666666666,Overlaps with Holidays,0.6,0.9999999999999998,0.0,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.19799498746867167,0.234375,0.37864077669902907,2,4,0,2,1,1,1,0,0
TASK_315,Task 315,Authentication,QA,0.26666666666666666,0.8,0.0,0.2857142857142858,2 Backend Devs,Medium,Available in March,0.16666666666666666,Overlaps with Holidays,0.24,0.5,0.10000000000000009,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.06015037593984962,0.25625,0.15145631067961163,0,4,2,3,1,1,1,0,0
TASK_316,Task 316,Authentication,Backend,0.26666666666666666,0.6000000000000001,0.875,0.2857142857142858,1 QA Tester,Medium,Available,0.16666666666666666,Overlaps with Sprint 5,0.46,0.6666666666666667,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.08668730650154799,0.38749999999999996,0.46,0,0,0,3,0,2,0,1,0
TASK_317,Task 317,Payment,DevOps,0.9333333333333333,0.6000000000000001,0.125,0.0,2 Backend Devs,Low,Available,0.0,No Conflict,0.28,0.16666666666666674,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24148606811145512,0.715625,0.28,2,1,2,2,0,0,0,1,0
TASK_318,Task 318,Authentication,Frontend,0.5333333333333334,0.75,0.875,0.2857142857142858,,Critical,Busy,0.9999999999999999,Overlaps with Sprint 5,0.32,0.0,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11842105263157895,0.05,0.32,0,2,3,0,2,2,0,1,0
TASK_319,Task 319,Authentication,FullStack,0.2,0.30000000000000004,0.0,0.5714285714285714,1 QA Tester,Low,Available,0.6666666666666666,Overlaps with Sprint 5,0.01,0.6666666666666667,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.13875598086124402,0.125,0.01,0,3,0,2,0,2,0,1,0
TASK_320,Task 320,Testing,DevOps,0.3333333333333333,0.9500000000000002,0.875,0.2857142857142858,1 QA Tester,Critical,Busy,0.33333333333333337,Overlaps with Sprint 5,0.99,0.16666666666666674,0.9500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.05701754385964912,0.2635416666666666,0.99,4,1,0,0,2,2,0,1,0
TASK_321,Task 321,Authentication,FullStack,0.8666666666666667,0.5,0.875,0.0,,Low,Available in March,0.33333333333333337,Overlaps with Holidays,0.6,0.9999999999999998,0.15000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2631578947368421,0.14687499999999998,0.6,0,3,3,2,1,1,0,1,0
TASK_322,Task 322,Dashboard,DevOps,0.6000000000000001,1.0,0.5,0.0,1 React Dev,High,Available,0.9999999999999999,Overlaps with Holidays,0.5,0.16666666666666674,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.09473684210526317,0.021875000000000006,0.5,1,1,1,1,0,1,0,1,0
TASK_323,Task 323,Dashboard,FullStack,0.5333333333333334,0.4,0.5,0.0,,Low,Available,0.0,No Conflict,0.77,0.0,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,0.803125,0.77,1,3,3,2,0,0,0,1,0
TASK_324,Task 324,Dashboard,Frontend,0.3333333333333333,0.65,0.125,0.5714285714285714,1 QA Tester,Critical,Available,0.0,No Conflict,0.57,0.9999999999999998,0.25,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.0935672514619883,0.671875,0.57,1,2,0,0,0,0,0,1,0
TASK_325,Task 325,Payment,Backend,0.2,0.15000000000000002,0.0,1.0,2 Backend Devs,Critical,Busy,0.33333333333333337,No Conflict,0.71,0.0,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,0.234375,0.71,2,0,2,0,2,0,0,1,0
TASK_326,Task 326,Dashboard,Backend,0.06666666666666671,0.7000000000000001,0.5,0.5714285714285714,1 React Dev,High,Available,0.6666666666666666,Overlaps with Sprint 5,0.47,0.8333333333333333,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.030470914127423823,0.125,0.4699999999999999,1,0,1,1,0,2,0,1,0
TASK_327,Task 327,Testing,Frontend,0.0,0.25,0.0,0.0,,Critical,Busy,0.0,Overlaps with Holidays,0.87,0.9999999999999998,0.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.07894736842105263,0.5625,0.87,4,2,3,0,2,1,0,1,0
TASK_328,Task 328,Payment,FullStack,0.46666666666666673,0.2,1.0,0.5714285714285714,,Medium,Available,0.33333333333333337,Overlaps with Sprint 5,0.08,0.16666666666666674,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2982456140350877,0.16874999999999996,0.08,2,3,3,3,0,2,0,1,0
TASK_329,Task 329,Payment,FullStack,0.6000000000000001,0.050000000000000044,0.0,0.0,,High,Available,0.0,Overlaps with Holidays,0.49,0.5,0.6000000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.5614035087719298,0.825,0.49,2,3,3,1,0,1,0,1,0
TASK_330,Task 330,Payment,Frontend,0.26666666666666666,0.25,0.0,0.0,1 QA Tester,Medium,Available,0.9999999999999999,No Conflict,0.16,0.9999999999999998,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.18421052631578946,0.04375,0.16,2,2,0,3,0,0,0,1,0
TASK_331,Task 331,Testing,FullStack,0.6000000000000001,0.3500000000000001,1.0,1.0,1 React Dev,Critical,Busy,0.33333333333333337,Overlaps with Sprint 5,0.25,0.6666666666666667,0.6000000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2543859649122807,0.21249999999999997,0.25,4,3,1,0,2,2,0,1,0
TASK_332,Task 332,Payment,DevOps,1.0,0.8,0.875,0.2857142857142858,2 Backend Devs,Medium,Available in March,0.33333333333333337,Overlaps with Holidays,0.14,0.9999999999999998,0.6000000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.19799498746867167,0.21249999999999997,0.14,2,1,2,3,1,1,0,1,0
TASK_333,Task 333,Dashboard,QA,0.5333333333333334,0.8,0.5,1.0,1 React Dev,High,Busy,0.6666666666666666,Overlaps with Sprint 5,0.22,0.8333333333333333,0.30000000000000004,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.11027568922305764,0.06375000000000001,0.13883495145631067,1,4,1,1,2,2,1,0,0
TASK_334,Task 334,Dashboard,FullStack,0.26666666666666666,0.65,1.0,0.5714285714285714,2 Backend Devs,Critical,Busy,0.9999999999999999,Overlaps with Sprint 5,0.13,0.8333333333333333,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.07894736842105263,0.046875000000000014,0.13,1,3,2,0,2,2,0,1,0
TASK_335,Task 335,Sprint Planning,Frontend,0.26666666666666666,0.45000000000000007,0.5,0.5714285714285714,1 QA Tester,High,Available,0.0,No Conflict,0.97,0.9999999999999998,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11654135338345864,0.8906249999999999,0.97,3,2,0,1,0,0,0,1,0
TASK_336,Task 336,Testing,DevOps,0.6000000000000001,0.15000000000000002,0.875,1.0,1 QA Tester,High,Busy,0.16666666666666666,Overlaps with Holidays,0.08,0.8333333333333333,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.40789473684210525,0.3546875,0.08,4,1,0,1,2,1,0,1,0
TASK_337,Task 337,Dashboard,FullStack,0.46666666666666673,0.10000000000000003,0.0,0.5714285714285714,1 React Dev,Medium,Available,0.16666666666666666,Overlaps with Holidays,0.9,0.5,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.39849624060150374,0.32187499999999997,0.9,1,3,1,3,0,1,0,1,0
TASK_338,Task 338,Dashboard,DevOps,0.6666666666666667,0.4,0.5,1.0,1 QA Tester,Medium,Busy,0.33333333333333337,No Conflict,0.54,0.16666666666666674,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.25101214574898784,0.2708333333333333,0.54,1,1,0,3,2,0,0,1,0
TASK_339,Task 339,Testing,QA,0.2,0.2,0.5,1.0,1 QA Tester,Medium,Available in March,0.6666666666666666,Overlaps with Sprint 5,0.35,0.33333333333333326,0.30000000000000004,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.18128654970760233,0.06375000000000001,0.22087378640776695,4,4,0,3,1,2,1,0,0
TASK_340,Task 340,Payment,Backend,0.13333333333333336,0.5,0.125,0.2857142857142858,1 React Dev,Medium,Available in March,0.6666666666666666,Overlaps with Holidays,0.77,0.6666666666666667,0.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.07017543859649122,0.03749999999999999,0.77,2,0,1,3,1,1,0,1,0
TASK_341,Task 341,Payment,QA,0.6666666666666667,0.30000000000000004,1.0,0.2857142857142858,,Medium,Busy,0.33333333333333337,Overlaps with Sprint 5,0.29,0.33333333333333326,0.7000000000000002,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.30622009569377984,0.2270833333333333,0.18300970873786404,2,4,3,3,2,2,1,0,0
TASK_342,Task 342,Dashboard,Frontend,0.5333333333333334,0.5,0.5,0.2857142857142858,,Low,Available,0.6666666666666666,Overlaps with Sprint 5,0.62,0.8333333333333333,0.20000000000000018,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17543859649122806,0.05500000000000001,0.62,1,2,3,2,0,2,0,1,0
TASK_343,Task 343,Sprint Planning,QA,0.26666666666666666,0.65,0.125,0.5714285714285714,1 React Dev,Critical,Busy,0.33333333333333337,Overlaps with Holidays,0.07,0.0,1.0,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.07894736842105263,0.2708333333333333,0.0441747572815534,3,4,1,0,2,1,1,0,0
TASK_344,Task 344,Sprint Planning,QA,0.9333333333333333,0.5,0.125,1.0,1 QA Tester,High,Busy,0.6666666666666666,No Conflict,0.83,0.33333333333333326,0.10000000000000009,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.2807017543859649,0.04625,0.5237864077669903,3,4,0,1,2,0,1,0,0
TASK_345,Task 345,Authentication,Frontend,0.8,0.5,0.5,0.2857142857142858,,Low,Busy,0.33333333333333337,Overlaps with Sprint 5,0.47,0.0,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24561403508771928,0.234375,0.4699999999999999,0,2,3,2,2,2,0,1,0
TASK_346,Task 346,Dashboard,Frontend,0.3333333333333333,0.6000000000000001,0.0,1.0,2 Backend Devs,Low,Busy,0.9999999999999999,Overlaps with Sprint 5,0.87,0.5,0.5,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.10216718266253869,0.031250000000000014,0.87,1,2,2,2,2,2,0,1,0
TASK_347,Task 347,Sprint Planning,FullStack,0.9333333333333333,0.8,0.125,0.5714285714285714,2 Backend Devs,Low,Available in March,0.0,Overlaps with Sprint 5,0.06,0.8333333333333333,0.10000000000000009,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.18546365914786966,0.60625,0.06,3,3,2,2,1,2,0,1,0
TASK_348,Task 348,Testing,Backend,0.9333333333333333,0.0,1.0,1.0,1 React Dev,Medium,Busy,0.33333333333333337,Overlaps with Holidays,0.62,0.0,0.15000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.9473684210526314,0.14687499999999998,0.62,4,0,1,3,2,1,0,1,0
TASK_349,Task 349,Payment,QA,1.0,0.15000000000000002,0.0,0.0,1 React Dev,Critical,Available in March,0.0,Overlaps with Sprint 5,0.24,0.16666666666666674,0.15000000000000013,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.6052631578947367,0.6281249999999999,0.15145631067961163,2,4,1,0,1,2,1,0,0
TASK_350,Task 350,Authentication,Frontend,0.8666666666666667,0.8,0.125,0.2857142857142858,2 Backend Devs,High,Available,0.9999999999999999,No Conflict,0.96,0.33333333333333326,0.20000000000000018,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17293233082706766,0.012499999999999997,0.96,0,2,2,1,0,0,0,1,0
TASK_351,Task 351,Dashboard,Backend,0.8,0.75,0.875,1.0,1 React Dev,High,Busy,0.6666666666666666,Overlaps with Sprint 5,0.99,0.5,0.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17105263157894735,0.03749999999999999,0.99,1,0,1,1,2,2,0,1,0
TASK_352,Task 352,Sprint Planning,Backend,0.8,0.55,0.5,0.0,1 QA Tester,Medium,Available in March,0.9999999999999999,Overlaps with Holidays,0.3,0.33333333333333326,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.22697368421052633,0.06250000000000001,0.3,3,0,0,3,1,1,0,1,0
TASK_353,Task 353,Dashboard,QA,0.9333333333333333,0.45000000000000007,0.125,0.2857142857142858,2 Backend Devs,Critical,Available in March,0.0,Overlaps with Holidays,0.96,0.6666666666666667,0.6499999999999999,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.30451127819548873,0.8468749999999999,0.6058252427184465,1,4,2,0,1,1,1,0,0
TASK_354,Task 354,Payment,QA,0.13333333333333336,0.2,1.0,0.0,2 Backend Devs,Low,Available,0.6666666666666666,Overlaps with Holidays,0.05,0.9999999999999998,0.6000000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.15204678362573099,0.09000000000000001,0.03155339805825243,2,4,2,2,0,1,1,0,0
TASK_355,Task 355,Testing,Backend,0.7333333333333334,0.050000000000000044,0.875,1.0,1 React Dev,Medium,Available,0.33333333333333337,Overlaps with Sprint 5,0.79,0.8333333333333333,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.6491228070175439,0.16874999999999996,0.79,4,0,1,3,0,2,0,1,0
TASK_356,Task 356,Payment,FullStack,0.2,0.15000000000000002,0.0,0.0,2 Backend Devs,Medium,Available in March,0.0,No Conflict,0.56,0.8333333333333333,0.25,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,0.671875,0.56,2,3,2,3,1,0,0,1,0
TASK_357,Task 357,Sprint Planning,Backend,0.3333333333333333,0.30000000000000004,0.125,0.0,2 Backend Devs,Medium,Available in March,0.6666666666666666,Overlaps with Holidays,0.7,0.9999999999999998,0.050000000000000044,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.1866028708133971,0.04187500000000001,0.7,3,0,2,3,1,1,0,1,0
TASK_358,Task 358,Testing,FullStack,0.6666666666666667,0.55,0.875,0.0,,High,Available,0.0,Overlaps with Holidays,0.99,0.8333333333333333,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.19407894736842105,0.9562499999999998,0.99,4,3,3,1,0,1,0,1,0
TASK_359,Task 359,Payment,Backend,0.39999999999999997,0.4,0.0,0.5714285714285714,,High,Available in March,0.0,Overlaps with Sprint 5,1.0,0.33333333333333326,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.1700404858299595,0.69375,1.0,2,0,3,1,1,2,0,1,0
TASK_360,Task 360,Dashboard,Backend,0.2,0.10000000000000003,0.875,1.0,1 React Dev,Low,Available in March,0.9999999999999999,Overlaps with Holidays,0.79,0.5,0.15000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24812030075187969,0.009375000000000008,0.79,1,0,1,2,1,1,0,1,0
TASK_361,Task 361,Testing,Frontend,0.39999999999999997,0.25,1.0,0.5714285714285714,2 Backend Devs,Medium,Busy,0.9999999999999999,Overlaps with Holidays,0.57,0.33333333333333326,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2368421052631579,0.04062500000000001,0.57,4,2,2,3,2,1,0,1,0
TASK_362,Task 362,Testing,DevOps,0.46666666666666673,0.5,1.0,0.2857142857142858,1 React Dev,Medium,Available in March,0.0,No Conflict,0.37,0.8333333333333333,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.15789473684210525,1.0,0.36999999999999994,4,1,1,3,1,0,0,1,0
TASK_363,Task 363,Payment,Backend,0.8,0.8500000000000001,0.875,0.2857142857142858,,Critical,Busy,0.33333333333333337,No Conflict,0.66,0.5,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.15071770334928228,0.20520833333333333,0.6600000000000001,2,0,3,0,2,0,0,1,0
TASK_364,Task 364,Sprint Planning,Backend,0.8,0.75,1.0,0.2857142857142858,1 React Dev,Critical,Available,0.6666666666666666,No Conflict,0.01,0.0,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17105263157894735,0.07687500000000001,0.01,3,0,1,0,0,0,0,1,0
TASK_365,Task 365,Testing,Frontend,0.3333333333333333,0.8,0.125,1.0,2 Backend Devs,Critical,Available in March,0.33333333333333337,No Conflict,0.84,0.16666666666666674,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.07268170426065163,0.25625,0.8399999999999999,4,2,2,0,1,0,0,1,0
TASK_366,Task 366,Dashboard,QA,0.39999999999999997,0.0,0.5,0.2857142857142858,,Critical,Busy,0.33333333333333337,Overlaps with Sprint 5,0.01,0.33333333333333326,0.3500000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.5263157894736843,0.17604166666666665,0.006310679611650485,1,4,3,0,2,2,1,0,0
TASK_367,Task 367,Dashboard,Frontend,0.06666666666666671,0.7000000000000001,0.0,1.0,1 React Dev,Medium,Busy,0.33333333333333337,Overlaps with Sprint 5,0.6,0.33333333333333326,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.030470914127423823,0.2270833333333333,0.6,1,2,1,3,2,2,0,1,0
TASK_368,Task 368,Authentication,FullStack,0.06666666666666671,0.10000000000000003,0.0,0.5714285714285714,1 React Dev,Low,Busy,0.9999999999999999,Overlaps with Sprint 5,0.36,0.0,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17293233082706766,0.05625000000000001,0.36,0,3,1,2,2,2,0,1,0
TASK_369,Task 369,Sprint Planning,FullStack,0.3333333333333333,0.30000000000000004,0.875,0.5714285714285714,,Low,Available in March,0.9999999999999999,Overlaps with Sprint 5,0.47,0.5,0.6000000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.1866028708133971,0.03749999999999999,0.4699999999999999,3,3,3,2,1,2,0,1,0
TASK_370,Task 370,Payment,Backend,0.6666666666666667,0.5,0.0,0.0,1 React Dev,Low,Busy,0.6666666666666666,Overlaps with Sprint 5,0.12,0.33333333333333326,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,0.0725,0.12,2,0,1,2,2,2,0,1,0
TASK_371,Task 371,Payment,QA,0.8666666666666667,0.6000000000000001,0.125,0.2857142857142858,1 QA Tester,High,Busy,0.0,Overlaps with Sprint 5,0.17,0.0,0.20000000000000018,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.2260061919504644,0.6499999999999999,0.10728155339805825,2,4,0,1,2,2,1,0,0
TASK_372,Task 372,Authentication,Frontend,0.5333333333333334,0.0,0.125,0.2857142857142858,,Low,Busy,0.9999999999999999,No Conflict,0.88,0.8333333333333333,0.15000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.631578947368421,0.009375000000000008,0.88,0,2,3,2,2,0,0,1,0
TASK_373,Task 373,Sprint Planning,DevOps,0.26666666666666666,0.65,0.0,0.5714285714285714,,Medium,Available in March,0.16666666666666666,No Conflict,0.16,0.8333333333333333,0.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.07894736842105263,0.234375,0.16,3,1,3,3,1,0,0,1,0
TASK_374,Task 374,Sprint Planning,DevOps,0.6666666666666667,1.0,1.0,0.0,1 QA Tester,Low,Busy,0.0,No Conflict,0.95,0.9999999999999998,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.10526315789473684,0.7374999999999999,0.9500000000000001,3,1,0,2,2,0,0,1,0
TASK_375,Task 375,Authentication,QA,0.6666666666666667,0.65,0.875,0.5714285714285714,1 QA Tester,Low,Available,0.0,Overlaps with Holidays,0.87,0.5,0.75,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.16666666666666666,0.8906249999999999,0.5490291262135922,0,4,0,2,0,1,1,0,0
TASK_376,Task 376,Authentication,Backend,0.06666666666666671,0.10000000000000003,0.5,0.0,2 Backend Devs,Low,Available,0.6666666666666666,Overlaps with Holidays,0.74,0.9999999999999998,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17293233082706766,0.08562499999999999,0.7399999999999999,0,0,2,2,0,1,0,1,0
TASK_377,Task 377,Sprint Planning,Frontend,0.13333333333333336,0.3500000000000001,0.5,0.0,2 Backend Devs,Low,Busy,0.9999999999999999,Overlaps with Holidays,0.43,0.33333333333333326,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.10087719298245615,0.04375,0.43,3,2,2,2,2,1,0,1,0
TASK_378,Task 378,Payment,FullStack,0.3333333333333333,0.4,0.875,0.5714285714285714,1 React Dev,High,Available,0.33333333333333337,Overlaps with Holidays,0.34,0.0,0.9500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.14979757085020243,0.2635416666666666,0.34,2,3,1,1,0,1,0,1,0
TASK_379,Task 379,Authentication,Backend,0.5333333333333334,0.7000000000000001,0.875,0.2857142857142858,2 Backend Devs,Critical,Busy,0.9999999999999999,Overlaps with Sprint 5,0.59,0.8333333333333333,0.9500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.12742382271468145,0.059375,0.59,0,0,2,0,2,2,0,1,0
TASK_380,Task 380,Sprint Planning,FullStack,0.3333333333333333,0.55,1.0,0.0,,High,Available in March,0.6666666666666666,No Conflict,0.72,0.33333333333333326,0.10000000000000009,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11184210526315788,0.04625,0.72,3,3,3,1,1,0,0,1,0
TASK_381,Task 381,Payment,DevOps,0.8,0.2,0.875,0.0,,High,Available in March,0.9999999999999999,Overlaps with Sprint 5,0.71,0.16666666666666674,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.4444444444444444,0.04375,0.71,2,1,3,1,1,2,0,1,0
TASK_382,Task 382,Sprint Planning,FullStack,0.3333333333333333,0.5,0.0,0.5714285714285714,1 QA Tester,High,Available,0.6666666666666666,No Conflict,0.59,0.33333333333333326,0.15000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.12280701754385964,0.05062499999999999,0.59,3,3,0,1,0,0,0,1,0
TASK_383,Task 383,Authentication,Backend,0.6666666666666667,0.7000000000000001,0.875,0.0,,Critical,Available in March,0.0,Overlaps with Holidays,0.25,0.33333333333333326,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.15512465373961218,0.803125,0.25,0,0,3,0,1,1,0,1,0
